date,high,low,close,ticker,next_open,standard_volume,oto
2015-01-02,0.039183359787742233,-3.879312062973994,-3.0303027283257844,save,-3.1739816910469787,-0.22364000426025424,0.782411780040837
2015-01-05,2.22582164712386,-0.8498546833399789,0.3372453922335428,save,0.782411780040837,-0.23878179319567308,-0.49525197579467495
2015-01-06,0.8566448902305623,-5.862665382267796,-2.0479170098328447,save,-0.49525197579467495,-0.16593501593929827,1.5873020760082346
2015-01-07,0.5784238987870616,-1.9235845389090955,0.5649795790019008,save,1.5873020760082346,-0.26212538447111045,0.79449964272571
2015-01-08,0.8474669590729178,-1.6022234351936393,0.3442825050156362,save,0.79449964272571,-0.26451052398837666,-3.9674253330167497
2015-01-09,0.3152888269966736,-4.033105076263377,-3.9542853752269846,save,-3.9674253330167497,-0.20278926848028214,-3.652528351133344
2015-01-12,0.5335149080563983,-5.198352259485417,-4.733240980432529,save,-3.652528351133344,-0.06835972768778312,-0.795112247859231
2015-01-13,3.5354221964791765,-0.4401498754089461,0.7951122478592421,save,-0.795112247859231,-0.24929179506852986,0.7012993337738305
2015-01-14,3.0341992755842595,-1.9464728165022094,0.8158003040183104,save,0.7012993337738305,-0.277913469275724,-0.39795164421257967
2015-01-15,2.316653267876978,-0.6395635934317578,0.0,save,-0.39795164421257967,-0.2796677009206811,3.438921189706501
2015-01-16,1.4554746238810923,-0.6849362790982028,1.2271697886435673,save,3.438921189706501,-0.25376970216223604,1.9451009844960954
2015-01-20,2.924545191139538,-0.7449316201418088,1.9451009844960954,save,1.9451009844960954,-0.22082400083019157,3.315286735662948
2015-01-21,2.571043960281316,-1.2178640152852194,1.0825377616306753,save,3.315286735662948,-0.2859921676406579,4.007865421274981
2015-01-22,5.86771898686036,-2.017028089462669,4.75442692254,save,4.007865421274981,-0.025211784420593648,-1.2215101070017442
2015-01-23,1.838558137693802,-2.3170934169886137,-1.2844783093085677,save,-1.2215101070017442,-0.19070969092509535,-0.777665210817946
2015-01-26,2.0015293803655743,-0.4717016000329921,0.9433934736581717,save,-0.777665210817946,-0.2165923016866548,2.145699768285203
2015-01-27,2.8780647707446816,-1.2591588511855378,1.3362468085056367,save,2.145699768285203,-0.2660185476831643,-2.9433916199882115
2015-01-28,0.7169807482065638,-3.6603819649174474,-3.257857028793243,save,-2.9433916199882115,-0.276605489540449,2.1124898601040387
2015-01-29,4.121296688510712,-1.049773392359299,3.421460943948662,save,2.1124898601040387,-0.18260021656639036,-4.83563588567354
2015-01-30,0.2538354434804546,-6.231759874420495,-5.9017660513347225,save,-4.83563588567354,-0.1329893146072538,-0.36010170761877625
2015-02-02,1.1736425900501057,-5.761535744749658,1.1736425900501057,save,-0.36010170761877625,-0.13565143806846058,-0.13384884934616315
