date,high,low,close,ticker,next_open,standard_volume,oto
2015-01-02,0.17050517841699087,-4.31193109027459,-1.5973426825454662,tsla,-3.7331144827525753,-0.5095309581435321,-2.092754802749164
2015-01-05,0.9088776138454602,-3.444418216981182,-2.0787726173050913,tsla,-2.092754802749164,-0.40529058003157814,1.5662232615251792
2015-01-06,1.9708651993551207,-2.7849142686458883,0.5807870298403239,tsla,1.5662232615251792,-0.2511300870581968,-0.25310922403251057
2015-01-07,0.6702566837928581,-1.6733101579976428,-1.1249163752584779,tsla,-0.25310922403251057,-0.8194394486071463,-1.8279213543890505
2015-01-08,0.46520628942330333,-1.3157290935012167,-1.029088138024714,tsla,-1.8279213543890505,-0.7376311995376589,-2.8096856062772235
2015-01-09,0.5073700784433921,-1.8954583045112994,-1.0817511615179964,tsla,-2.8096856062772235,-0.5261134781510786,0.13297427648504279
2015-01-12,0.6993342268423186,-1.8714617063015693,-0.41368939929368187,tsla,0.13297427648504279,-0.3048981748246011,-8.60220581503034
2015-01-13,2.1099710464262955,-1.1853253862352697,0.45740342429667624,tsla,-8.60220581503034,-0.5590714523596255,4.660175201409378
2015-01-14,5.042240232934048,-0.44664576380366583,3.6915463287721773,tsla,4.660175201409378,0.6616850101314019,-1.9486906462425457
2015-01-15,0.6478453757255975,-2.3086047438678814,-1.3471182590247155,tsla,-1.9486906462425457,-0.43151891552738514,1.6622958676846045
2015-01-16,1.9874193002481055,-0.5506046505301065,1.2427951829594441,tsla,1.6622958676846045,-0.7099016369443945,-2.2282932760267604
2015-01-20,0.12895239402512804,-3.5229803492418665,-1.0006718369356626,tsla,-2.2282932760267604,-0.5546022820350109,3.9303597089407116
2015-01-21,4.816665511490625,-0.021107119112451223,3.7035105035287508,tsla,3.9303597089407116,-0.61503098657864,1.6700473533669102
2015-01-22,3.167515478763505,-0.9137071328719881,2.345175186389592,tsla,1.6700473533669102,-0.6212602162588942,0.7688894086295361
2015-01-23,1.6026795254226123,-0.9785768239944481,0.4992760664639828,tsla,0.7688894086295361,-0.7383041634089329,1.2832563614891157
2015-01-26,3.3642140536749743,-0.38646324739658455,2.3386023771897246,tsla,1.2832563614891157,-0.7735226060056053,0.8267304845632317
2015-01-27,1.7659723327891008,-0.5478892120240886,0.7631335351566015,tsla,0.8267304845632317,-0.8517762253960558,-2.4452929363970477
2015-01-28,0.1261435670593336,-3.7310185913511984,-3.2701011465746332,tsla,-2.4452929363970477,-0.7881725118187238,1.4373100335090871
2015-01-29,2.4419297878689017,-2.272843864201868,2.0540058057311184,tsla,1.4373100335090871,-0.7194094085616245,0.00490022872472462
2015-01-30,1.7209229217961752,-0.47068380185629755,-0.17650549053797038,tsla,0.00490022872472462,-0.8127788318299217,4.534980607266426
2015-02-02,3.9123379319414786,-0.3284787787103838,3.417169769568873,tsla,4.534980607266426,-0.6156866949660351,2.3778219849936777
2015-02-03,3.353341082239014,-0.9145469173052811,2.4106553607642356,tsla,2.3778219849936777,-0.49886706910642115,0.7283941754469225
2015-02-04,1.4613599063264315,-0.6825737689321931,0.11911208650055016,tsla,0.7283941754469225,-0.7612884679355216,0.9641600282469298
2015-02-05,2.5468395126292176,-0.10915294152916699,0.5048210777251816,tsla,0.9641600282469298,-0.7237577904990873,-2.981979782516897
2015-02-06,0.6306278812992838,-2.4774774774774744,-2.090089815156937,tsla,-2.981979782516897,-0.7719005905209961,1.0075207167564049
2015-02-09,1.1839482473575913,-1.5739619801257265,0.9750166204467892,tsla,1.0075207167564049,-0.7324718098578916,-2.4546064182863647
2015-02-10,1.356008690811339,-1.172145720977602,-0.5791816814294526,tsla,-2.4546064182863647,-0.40149437357823764,-8.783751378313475
2015-02-11,1.1922146455177307,-2.3231741098890146,0.2780247487038423,tsla,-8.783751378313475,0.354054243539792,4.819954651672065
2015-02-12,4.918111615156606,-0.1498210125270738,4.809628148125267,tsla,4.819954651672065,1.368762973033825,1.3799916885095076
2015-02-13,1.5229234547223136,-0.9807739252029157,0.4287877782886307,tsla,1.3799916885095076,-0.2633642251282804,-0.743801070489003
2015-02-17,0.0,-2.041807005616525,-0.6562911350291745,tsla,-0.743801070489003,-0.6449519956245146,0.4065248755930728
2015-02-18,0.9795758524448139,-0.7689631579124501,0.1420426838040667,tsla,0.4065248755930728,-0.8634064215303807,2.8195115996570097
2015-02-19,3.629269483612796,-0.6097560975609762,3.273174006764479,tsla,2.8195115996570097,-0.4422863374677691,2.3152125016957736
2015-02-20,3.23560459422898,-0.4601960462666477,3.0031321129680544,tsla,2.3152125016957736,-0.2994109309511362,-3.8811138986580396
2015-02-23,1.1777767054629296,-4.326255064741957,-3.8579278414806684,tsla,-3.8811138986580396,0.1350303866659248,-1.133673076771613
2015-02-24,0.0,-2.696703419819435,-1.5340792024590044,tsla,-1.133673076771613,-0.19216809864426748,-0.4586720163014535
2015-02-25,1.0734834205299526,-1.1515568372388874,-0.5757821413648112,tsla,-0.4586720163014535,-0.6570480898235677,1.4215656355315742
2015-02-26,3.475488400926774,-0.872548421223962,1.563726686963851,tsla,1.4215656355315742,-0.21472101607388575,-2.029964752122493
2015-02-27,0.7974911570557852,-1.9816292729220142,-1.7206368601320077,tsla,-2.029964752122493,-0.6617760924063645,-2.9057718195982463
2015-03-02,0.3157372468100439,-3.3892428320764556,-2.649232954136993,tsla,-2.9057718195982463,0.035345456297979375,1.2397756575754704
2015-03-03,1.742801675280381,-0.7570703992978434,1.3972867405688039,tsla,1.2397756575754704,-0.5668364201050946,1.8067784710241286
2015-03-04,1.6411564730042238,-1.0238360281720538,1.6010049894134237,tsla,1.8067784710241286,-0.6031247027022539,-1.794429026435862
2015-03-05,1.6465349950180563,-1.331038760557568,-1.0944053014078858,tsla,-1.794429026435862,-0.49010128329598035,-2.4195608462289298
2015-03-06,0.7730501652684296,-3.5440051099056236,-2.675569324542204,tsla,-2.4195608462289298,-0.1733941321841109,-3.0505646866610503
2015-03-09,0.05144611545329081,-3.158598389282885,-1.8056456185280734,tsla,-3.0505646866610503,-0.16920104960155755,1.4273517387173529
2015-03-10,2.6743038876066993,-0.4563305633631387,0.9869471209217995,tsla,1.4273517387173529,-0.3688469980795095,1.360191570251157
2015-03-11,2.631440721897582,-0.07324059331343946,1.35496295023807,tsla,1.360191570251157,-0.4732081645786152,-2.477420929939511
2015-03-12,0.36128874747984874,-2.0645161290322567,-1.383222026209674,tsla,-2.477420929939511,-0.6156694394821564,1.6141852876522034
2015-03-13,1.481875150558909,-0.8626566024607762,-0.14289720922032734,tsla,1.6141852876522034,-0.39393647163931433,1.7864545186360603
2015-03-16,2.0364602406819587,-1.1458317438761356,1.9270817438761467,tsla,1.7864545186360603,-0.3603745554950087,-0.24048814385096984
